ID,Date,Name,Age,Father's Name,Father's Occupation,Address,City,State,Pincode,School Name,Board,Course,Email ID,Ph No,Gender,Specialization,How did they know about the college,Talk Start Duration,Talk End Duration,Marketer Assigned,Inquiry Type,Called
280,03-01-2024,Gautami,17,Advaith,Farmer,"H.No. 470, Karpe Circle, Morbi-766306",Satara,Telugu,336426,Chinmaya Vidyalaya,ICSE,MBA,liam05@example.net,+91 03235343458,Male,Finance,Social media,10:22:20,11:11:20,Priya,"Other Queries, Campus Location, Specialization available",No
281,03-01-2024,Harsh,25,Rudra,Teacher,"56, Comar Marg, Nizamabad 410818",Ichalkaranji,Kerala,405413,National Public School,State,MBA,shroffnoah@example.org,+91 04574779793,Male,Marketing,Social media,10:05:49,10:54:49,Priya,"Other Queries, Brochure Request, Specialization available",No
282,03-01-2024,Ranbir,25,Mohini,Engineer,"H.No. 721, Bassi Ganj, Barasat-495242",Haldia,Kerala,366994,Chinmaya Vidyalaya,CBSE,BBA,anamikakumar@example.com,+91 00427564284,Female,Operations,Cricket Match,13:22:43,14:02:43,Priya,"No Interest, No.of candidates placed, Placement opportunities",No
283,03-01-2024,Vasana,20,Vanya,Doctor,"19, Butala Path, Ambattur-132623",Chinsurah,Telugu,966950,National Public School,CBSE,MBA,chaitanyakibe@example.org,+91 4704034695,Male,Marketing,Cricket Match,17:22:00,17:40:00,Priya,"No.of candidates placed, Scope of the course",No
284,03-01-2024,Tristan,21,Warinder,Engineer,"48/908, Dara Ganj, Mehsana-338811",Mumbai,Telugu,967723,Narayana Group,ICSE,BBA,chatresh83@example.org,+91 02187082716,Female,HR,LinkedIn,09:11:08,09:35:08,Priya,Specialization available,No
285,03-01-2024,Divya,20,Abdul,Farmer,"H.No. 65, Parmar Road, Aurangabad 242490",Chittoor,Telugu,45333,Vidhya Mandir,ICSE,MBA,varughesefitan@example.net,+91 +910840210437,Female,Finance,Friends,15:58:28,16:44:28,Priya,Placement opportunities,No
286,03-01-2024,Onkar,25,Harrison,Engineer,"H.No. 815, Mutti Ganj, Nizamabad-623083",Thiruvananthapuram,Kerala,805333,Vidhya Mandir,CBSE,MBA,iupadhyay@example.org,+91 01168719840,Male,Finance,Cricket Match,16:55:13,17:04:13,Priya,"Brochure Request, Availability of Hostel facility",No
287,03-01-2024,Viraj,25,Omya,Teacher,"13/752, Aurora Chowk, Rohtak-025387",Gwalior,Kerala,5394,Chinmaya Vidyalaya,State,MBA,bathyoshita@example.net,+91 8562168612,Male,Finance,Friends,15:04:43,15:31:43,Priya,"Campus Location, Availability of Hostel facility, Specialization available",Yes
288,03-01-2024,Bhavika,21,Abhiram,Businessman,"84/73, Choudhury Chowk, Chennai-409342",Narasaraopet,Kerala,889910,National Public School,CBSE,MBA,pbhalla@example.org,+91 +914332482604,Female,Finance,Social media,17:01:47,17:39:47,Priya,Placement opportunities,No
289,03-01-2024,Samarth,17,Krishna,Teacher,"65/08, Gera Zila, Ahmednagar 964207",Bongaigaon,Tamil Nadu,444783,National Public School,ICSE,MBA,kgupta@example.net,+91 03867423709,Female,Finance,Website,13:06:53,13:27:53,Priya,"Specialization available, Placement opportunities",Yes
290,03-01-2024,Upadhriti,22,Niharika,Teacher,"47/108, Srinivas Path, Nanded 866435",Alappuzha,Tamil Nadu,409982,National Public School,State,MBA,akshay23@example.net,+91 06016890547,Female,HR,Social media,11:12:20,11:17:20,Priya,Fee Structure Inquiry,Yes
291,03-01-2024,Tristan,20,Rachana,Farmer,"23/19, Tata Circle, Hubli–Dharwad 574380",Tiruvottiyur,Kerala,591839,Chinmaya Vidyalaya,ICSE,BBA,nkhosla@example.net,+91 1450189450,Male,Operations,Friends,10:59:53,11:41:53,Priya,"Availability of Hostel facility, No Interest, Scope of the course",Yes
292,03-01-2024,Samaksh,24,Oni,Farmer,"91/88, Vyas Zila, Ramgarh-676973",Vellore,Tamil Nadu,104603,St. Joseph's Matriculation,ICSE,BBA,trivenidevan@example.com,+91 +914318114527,Male,Finance,LinkedIn,14:38:03,14:46:03,Priya,Specialization available,Yes
293,03-01-2024,Yamini,19,Chasmum,Farmer,"32/71, Narula, Purnia 264702",Nizamabad,Telugu,439337,Don Bosco School,ICSE,MBA,vyasnihal@example.org,+91 +918679147007,Female,Operations,Friends,13:36:27,14:33:27,Priya,Other Queries,No
294,03-01-2024,Faras,20,Rayaan,Farmer,"594, Viswanathan Zila, Kalyan-Dombivli-180882",Nagpur,Tamil Nadu,786678,Vidhya Mandir,State,MBA,nandalekha@example.org,+91 +917784014569,Female,Marketing,Website,09:52:22,10:42:22,Priya,"Other Queries, Brochure Request",Yes
295,03-01-2024,Abha,20,Sai,Businessman,"00/77, Deo, Dehradun 447167",Ambattur,Tamil Nadu,472795,Narayana Group,ICSE,BBA,balowen@example.com,+91 +918686018595,Male,Marketing,Website,12:18:17,12:52:17,Priya,"Availability of Hostel facility, Brochure Request",No
296,03-01-2024,Quincy,22,Vasana,Businessman,"H.No. 17, Gupta Marg, Kollam 344154",Bhiwani,Tamil Nadu,161816,Vidhya Mandir,State,MBA,natarajanekansh@example.com,+91 4527023621,Male,Operations,Friends,10:56:11,11:45:11,Priya,"Placement opportunities, No.of candidates placed",No
297,03-01-2024,Advaith,24,Unnati,Farmer,"H.No. 903, Memon Road, Rajpur Sonarpur 576058",Kadapa,Tamil Nadu,535657,National Public School,CBSE,BBA,aarushbasak@example.org,+91 +918690947452,Male,Finance,Cricket Match,13:53:08,14:36:08,Priya,"Other Queries, Availability of Hostel facility",No
298,03-01-2024,Vansha,18,Hamsini,Businessman,"49/211, Ganesan Street, Ranchi-930876",Vijayanagaram,Kerala,323610,Vidhya Mandir,ICSE,MBA,dateyatan@example.com,+91 1738215580,Female,Finance,Friends,14:22:00,15:07:00,Priya,"Availability of Hostel facility, Other Queries",No
299,03-01-2024,Manthan,20,Akshay,Farmer,"50, Shanker Nagar, Parbhani-622003",Thanjavur,Tamil Nadu,921908,Chinmaya Vidyalaya,CBSE,MBA,ramhemal@example.org,+91 +913789550001,Male,Finance,LinkedIn,12:24:52,13:09:52,Priya,Other Queries,No
300,03-01-2024,Forum,18,Baghyawati,Businessman,"45/19, Chandra, Parbhani-094306",Pune,Telugu,48739,Vidhya Mandir,State,MBA,shettybahadurjit@example.net,+91 08039144993,Male,Finance,Friends,09:11:59,09:41:59,Priya,"Campus Location, No.of candidates placed",Yes
